route_id,route_name,station_order,station_name,minutes_from_previous,cumulative_minutes,source_note
MSB_VLCY,Chennai Beach to Velachery,1,Chennai Beach,0,0,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,4,Chennai Central,4,11,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,5,Basin Bridge,4,15,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,6,Vyasarpadi Jeeva,4,19,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,7,Perambur,3,22,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,8,Perambur Carriage Works,3,25,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,9,Perambur Loco Works,3,28,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,10,Villivakkam,4,32,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,11,Korattur,5,37,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,12,Pattaravakkam,4,41,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,13,Ambattur,4,45,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,14,Tirumullaivoyal,4,49,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,15,Annanur,3,52,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,16,Avadi,4,56,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,17,Hindu College,4,60,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,18,Pattabiram,4,64,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,19,Nemilichery,4,68,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,20,Tiruninravur,5,73,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,21,Veppampattu,5,78,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,22,Sevvapet Road,5,83,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,23,Putlur,4,87,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,24,Tiruvallur,5,92,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,25,Kadambattur,6,98,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,26,Senji Panambakkam,6,104,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,27,Manavur,5,109,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,28,Tiruvalangadu,6,115,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,29,Mosur,5,120,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,30,Puliyamangalam,5,125,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,31,Arakkonam,6,131,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MSB_TRT,Chennai Beach to Tiruttani,32,Tiruttani,18,149,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,1,Tiruttani,0,0,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,2,Arakkonam,18,18,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,3,Puliyamangalam,6,24,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,4,Mosur,5,29,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,5,Tiruvalangadu,5,34,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,6,Manavur,6,40,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,7,Senji Panambakkam,5,45,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,8,Kadambattur,6,51,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,9,Tiruvallur,6,57,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,10,Putlur,5,62,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,11,Sevvapet Road,4,66,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,12,Veppampattu,5,71,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,13,Tiruninravur,5,76,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,14,Nemilichery,5,81,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,15,Pattabiram,4,85,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,16,Hindu College,4,89,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,17,Avadi,4,93,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,18,Annanur,4,97,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,19,Tirumullaivoyal,3,100,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,20,Ambattur,4,104,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,21,Pattaravakkam,4,108,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,22,Korattur,4,112,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,23,Villivakkam,5,117,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,24,Perambur Loco Works,4,121,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,25,Perambur Carriage Works,3,124,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,26,Perambur,3,127,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,27,Vyasarpadi Jeeva,3,130,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,28,Basin Bridge,4,134,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,29,Chennai Central,4,138,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,30,Chennai Park,4,142,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,31,Chennai Fort,3,145,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MSB,Tiruttani to Chennai Beach,32,Chennai Beach,4,149,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,1,Chennai Central,0,0,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,2,Basin Bridge,4,4,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,3,Vyasarpadi Jeeva,4,8,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,4,Perambur,3,11,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,5,Perambur Carriage Works,3,14,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,6,Perambur Loco Works,3,17,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,7,Villivakkam,4,21,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,8,Korattur,5,26,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,9,Pattaravakkam,4,30,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,10,Ambattur,4,34,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,11,Tirumullaivoyal,4,38,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,12,Annanur,3,41,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,13,Avadi,4,45,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,14,Hindu College,4,49,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,15,Pattabiram,4,53,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,16,Nemilichery,4,57,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,17,Tiruninravur,5,62,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,18,Veppampattu,5,67,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,19,Sevvapet Road,5,72,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,20,Putlur,4,76,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,21,Tiruvallur,5,81,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,22,Kadambattur,6,87,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,23,Senji Panambakkam,6,93,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,24,Manavur,5,98,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,25,Tiruvalangadu,6,104,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,26,Mosur,5,109,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,27,Puliyamangalam,5,114,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_AJJ,Chennai Central to Arakkonam,28,Arakkonam,6,120,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,1,Arakkonam,0,0,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,2,Puliyamangalam,6,6,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,3,Mosur,5,11,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,4,Tiruvalangadu,5,16,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,5,Manavur,6,22,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,6,Senji Panambakkam,5,27,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,7,Kadambattur,6,33,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,8,Tiruvallur,6,39,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,9,Putlur,5,44,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,10,Sevvapet Road,4,48,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,11,Veppampattu,5,53,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,12,Tiruninravur,5,58,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,13,Nemilichery,5,63,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,14,Pattabiram,4,67,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,15,Hindu College,4,71,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,16,Avadi,4,75,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,17,Annanur,4,79,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,18,Tirumullaivoyal,3,82,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,19,Ambattur,4,86,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,20,Pattaravakkam,4,90,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,21,Korattur,4,94,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,22,Villivakkam,5,99,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,23,Perambur Loco Works,4,103,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,24,Perambur Carriage Works,3,106,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,25,Perambur,3,109,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,26,Vyasarpadi Jeeva,3,112,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,27,Basin Bridge,4,116,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
AJJ_MAS,Arakkonam to Chennai Central,28,Chennai Central,4,120,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,1,Chennai Central,0,0,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,2,Basin Bridge,4,4,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,3,Vyasarpadi Jeeva,4,8,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,4,Perambur,3,11,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,5,Perambur Carriage Works,3,14,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,6,Perambur Loco Works,3,17,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,7,Villivakkam,4,21,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,8,Korattur,5,26,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,9,Pattaravakkam,4,30,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,10,Ambattur,4,34,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,11,Tirumullaivoyal,4,38,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,12,Annanur,3,41,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,13,Avadi,4,45,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,14,Hindu College,4,49,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,15,Pattabiram,4,53,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,16,Nemilichery,4,57,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,17,Tiruninravur,5,62,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,18,Veppampattu,5,67,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,19,Sevvapet Road,5,72,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,20,Putlur,4,76,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,21,Tiruvallur,5,81,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,22,Kadambattur,6,87,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,23,Senji Panambakkam,6,93,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,24,Manavur,5,98,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,25,Tiruvalangadu,6,104,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,26,Mosur,5,109,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,27,Puliyamangalam,5,114,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,28,Arakkonam,6,120,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TRT,Chennai Central to Tiruttani,29,Tiruttani,18,138,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,1,Tiruttani,0,0,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,2,Arakkonam,18,18,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,3,Puliyamangalam,6,24,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,4,Mosur,5,29,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,5,Tiruvalangadu,5,34,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,6,Manavur,6,40,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,7,Senji Panambakkam,5,45,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,8,Kadambattur,6,51,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,9,Tiruvallur,6,57,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,10,Putlur,5,62,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,11,Sevvapet Road,4,66,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,12,Veppampattu,5,71,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,13,Tiruninravur,5,76,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,14,Nemilichery,5,81,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,15,Pattabiram,4,85,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,16,Hindu College,4,89,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,17,Avadi,4,93,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,18,Annanur,4,97,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,19,Tirumullaivoyal,3,100,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,20,Ambattur,4,104,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,21,Pattaravakkam,4,108,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,22,Korattur,4,112,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,23,Villivakkam,5,117,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,24,Perambur Loco Works,4,121,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,25,Perambur Carriage Works,3,124,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,26,Perambur,3,127,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,27,Vyasarpadi Jeeva,3,130,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,28,Basin Bridge,4,134,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
TRT_MAS,Tiruttani to Chennai Central,29,Chennai Central,4,138,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TPTY,Chennai Central to Tirupati,1,Chennai Central,0,0,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TPTY,Chennai Central to Tirupati,2,Basin Bridge,4,4,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TPTY,Chennai Central to Tirupati,3,Vyasarpadi Jeeva,4,8,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TPTY,Chennai Central to Tirupati,4,Perambur,3,11,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TPTY,Chennai Central to Tirupati,5,Perambur Carriage Works,3,14,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TPTY,Chennai Central to Tirupati,6,Perambur Loco Works,3,17,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TPTY,Chennai Central to Tirupati,7,Villivakkam,4,21,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TPTY,Chennai Central to Tirupati,8,Korattur,5,26,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TPTY,Chennai Central to Tirupati,9,Pattaravakkam,4,30,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TPTY,Chennai Central to Tirupati,10,Ambattur,4,34,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TPTY,Chennai Central to Tirupati,11,Tirumullaivoyal,4,38,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TPTY,Chennai Central to Tirupati,12,Annanur,3,41,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TPTY,Chennai Central to Tirupati,13,Avadi,4,45,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TPTY,Chennai Central to Tirupati,14,Hindu College,4,49,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TPTY,Chennai Central to Tirupati,15,Pattabiram,4,53,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TPTY,Chennai Central to Tirupati,16,Nemilichery,4,57,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TPTY,Chennai Central to Tirupati,17,Tiruninravur,5,62,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TPTY,Chennai Central to Tirupati,18,Veppampattu,5,67,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TPTY,Chennai Central to Tirupati,19,Sevvapet Road,5,72,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
MAS_TPTY,Chennai Central to Tirupati,20,Putlur,4,76,Estimated prototype dataset; station sequences based on Chennai suburban line references; durations are approximate.
